Organisation ID,Organisation name
1-5994415831,Complex Care Professionals Limited
1-101667466,Warrington Homes Limited(The)
1-101611999,Individual Care Services
1-153016775,Dr Alexander Hannah & Dr Duncan Hannah
1-4964962467,Leeds Newmedica Limited
1-1947237099,Care Services Thirsk Limited
1-101654158,Mitchell's Care Homes Limited
1-6537512070,Hughes & Owen Dental Care
1-572778626,The Clatterbridge Clinic LLP
RJN,East Cheshire NHS Trust
1-433004481,Good Oaks Home Care Limited
1-2299718016,Lancashire Property Investment Find Limited
1-101615417,Tameside Metropolitan Borough Council
1-101642114,Novalis Trust
1-101668016,North Lincolnshire Council
1-8977091599,Andreea Medical Ltd
1-4517850692,Teldoc
1-1426202054,Smile Cliniq Limited
1-101683697,Stanley House Limited
1-152973900,Mr. Paul Brown
1-101677724,New Beginnings (Gloucester) Ltd
1-161849383,Alresford Dental Care Limited
1-199771818,Dr Waleed Doski
1-5990800814,Starry Care UK Limited
1-152998166,Mrs. Marie Claudine Hasoon
1-3702305700,Yorkshire and Humber healthcare alliance LLP
1-4950069705,Franklin Care Group Limited
1-1574425220,Together First Limited
1-1890127779,Harbour Healthcare 1 Ltd
1-2576980974,Dental Care Centre
1-1589089893,East Anglia Ultrasound Services Ltd
1-101671876,Cherish Home Care Ltd
1-144142339,UME Diagnostics Limited
1-101652053,PJ Care Limited
1-101663739,St. Vincent Care Homes Limited
RXR,East Lancashire Hospitals NHS Trust
1-136726913,Bramlings Limited
1-199758119,Danes Camp Surgery
1-4712298032,Merit Care Limited
1-101717102,Ivonbrook Properties
1-152974887,Perfect Smile Surgery Limited
1-153005144,Church Communities UK
1-102643434,MSI Reproductive Choices
1-182718925,Althea HealthCare Limited
1-101727990,SpaMedica Ltd
1-101642051,Peninsula Autism Services & Support Limited
1-6432741480,Life Plan Solutions Limited
1-152973265,Dr. Maheshchandra Patel
1-1405652095,Axela Care Limited
1-101710007,Linden Care Homes Limited
1-116992858,Achieve Together Limited
1-101609192,East Yorkshire Housing Association Limited
1-101681715,Monarch Healthcare Limited
1-101662352,Jah-Jireh Charity Homes
RXP,County Durham and Darlington NHS Foundation Trust
1-3646012239,Starlight Healthcare Ltd
1-449725579,IOTA Care Limited
1-6377508241,Prestige Dental Care Partnership
1-101652749,St Martin Of Tours Housing Association Limited
1-191153393,MADeBA Care Ltd
1-473434877,GCH (Alan Morkill House) Limited
1-101683742,St. Martin's Care Limited
1-138379163,Genesis Homes (Essex) Limited
1-101609372,Combat Stress
1-120628738,Optima Care Limited
1-10403826311,Steth & Derm Scope Ltd
1-2430315136,S2S Health Limited
1-152995896,Dumbledore Dental Care Limited
1-3621196920,Langdale Lodge Limited
1-152956145,Hutton Village Dental Practice Limited
1-101644518,Goldsmith Personnel Limited
1-2309896055,Primary Care Sheffield Limited
1-101611531,The Mayfield Trust
1-199744278,Glenlyn Medical Centre
1-641226852,Courtenay Dental Ltd
1-101647765,Jay's Homecare Limited
1-11933088824,Silverlake Care 1 Limited
1-2585818590,Lilyrose Care Group Limited
RDU,Frimley Health NHS Foundation Trust
1-153012255,Dr. Isobel Greenstreet
1-101662486,Ivy Cottage (Ackton) Ltd
1-501762364,Miss Lucy Craig
1-101623748,Green Lanes Projects Limited
1-290660061,Sirona Care & Health C.I.C.
1-101712609,Rajanikanth Selvanandan
1-101696481,Mrs Aunjali Johar & Mr Navneet Singh Johar
1-489240328,Juga Homes Ltd
1-199793544,South East London Doctors Co Operative Limited
1-199687180,Westcroft House Surgery
1-5910424568,Dr Alison Eden and Dr Imogen Covell
1-5317102760,Goddards Care Limited
1-329926742,Omnes Healthcare Ltd
1-1300968947,The Care Workshop Limited
1-101640848,Select Support Partnerships Ltd
1-5618855773,SMAO Ltd
1-101675102,East View Housing Management Limited
1-1790763854,Haricovert Limited
1-4245507050,Everdental Limited
1-101608274,Completelink Limited
1-101648997,National Star Foundation
1-101663577,Anthony Toby Homes Trust
1-199757962,Aspiro Healthcare
1-101619661,Quality Care (EM) Limited
1-199792277,Core Care Links Limited
1-101666940,Bridgewood Trust Limited
1-3831872891,Lion Care Service Limited
1-101685960,Penhellis Community Care Limited
1-101665666,SCL Care Limited
1-101652731,Southside Partnership
1-115033592,Woodford Medical Limited
1-101606500,The Council of St Monica Trust
1-199717789,Dr Yip and Partners
1-225006461,Care Plus Group (North East Lincolnshire) Limited
1-127659656,Medical Imaging Partnership Limited
1-7374591010,H&F Partnership
1-347950325,One Medicare Ltd
1-277944631,Nobilis Care East Limited
1-101611684,Willover Property Limited
1-199726087,Brompton Medical Centre
1-101663604,The Wilverley Association
1-101650052,Complete Care Services Limited
1-101655143,Action for Care Limited
1-101694224,G P Homecare Limited
1-152970186,Dr. Chirag Amin
1-423184991,Primary Medical Solutions Limited
1-9121220053,Ashbright Agency Limited
1-101708686,Hafod Care Organisation Limited
1-101691880,TKSD Care Homes & Training Ltd
1-101692427,KPW Newkey Ltd
1-199714570,Staploe Medical Centre
1-101701534,Mr & Mrs Frank Silva
1-277419827,Precious Hope Health & Home Care Ltd
1-130440460,Millennium Care (U.K.) Limited
RR8,Leeds Teaching Hospitals NHS Trust
1-1979170299,Four Oaks Healthcare Ltd
1-101666232,Canterbury Oast Trust
1-7188090705,BIP Dental Limited
1-199726127,The Wellington Health Centre
1-101653310,Residential Care Services Limited
1-101727229,Healthshare Diagnostics Ltd
1-101663550,The Abbeyfield (Maidenhead) Society Limited
1-199761751,Veor Surgery
1-101728853,Children's Hospice South West
1-199779856,Chapel Lane Surgery
1-1065328054,Independent Support Limited
1-101648961,Superior Care (Midlands) Limited
1-1262625231,Rabiannah Care Limited
1-5375886070,Hey Baby 4D South East Group Limited
1-1402604194,Continuity Healthcare Services Ltd
1-101675673,Sahara Community Care Services Limited
1-8445927013,Dr Don Jude Mahadanaarachchi
1-199805741,Primary Care 24 (Merseyside) Limited
1-102643165,Pathways Care Group Limited
1-2243873064,SSP Health GPMS Ltd
1-3723651868,3D Healthcare Solutions Limited
1-101717917,Mr & Mrs Ryan Godwin
1-101681261,Cambridgeshire County Council
1-101618815,PK Healthcare Limited
1-143056516,Windsar Care Limited
1-186610815,Nottingham Citycare Partnership CIC
1-101728393,Phyllis Tuckwell Memorial Hospice Limited
1-101666779,Elizabeth Peters Care Homes Limited
1-101661904,Father Hudsons Society
1-101697334,Elpha Lodge Residential Care Home Limited
1-449704657,R & F Emerson LLP
1-101641287,Stonehaven (Healthcare) Ltd
1-101728511,Encompass Care Organisation UK
1-101671495,C M Community Care Services Limited
RVR,Epsom and St Helier University Hospitals NHS Trust
1-101608193,April Rai Limited
1-101680561,Platinum Home Care (South Coast) Limited
1-101682101,St.Christophers(Glossop)Limited
1-664763883,React Homecare Ltd
1-101668119,Norfolk County Council
1-101663988,Mentaur Limited
1-152985300,Northumbria Dental Care Limited
RPA,Medway NHS Foundation Trust
1-1501026800,Mountain Healthcare Limited
1-2756665067,Abbeyfield Wey Valley Society Limited
1-2434309743,D.I. Harries Limited
1-101611981,Crosscrown Limited
1-101669031,ARMSCARE Limited
1-948477561,Kaamil Education Ltd
1-101659202,Stepping Stone Independent Living Ltd
1-102642727,H I C A
RGD,Leeds and York Partnership NHS Foundation Trust
1-101624657,J Moor
1-6289576045,Impression Health & Support Apartments Limited
1-9655404557,Classic Health Care Solutions Ltd
1-101619445,Richmond Psychosocial Foundation International
1-101658918,Lovett Care Limited
1-101674359,Primecare Support Limited
1-10310225337,Bluebury Health Limited
1-191575330,Gregory G Lai & Associates
1-153036260,Beechwood Dental Practice Ltd
1-153008864,Dr. Manochehr Soltan
1-125693118,KT's Care Angels Ltd
RV9,Humber Teaching NHS Foundation Trust
1-199716079,Elmham Surgery
1-101651982,Guild Care
1-101611189,Windmill Care Limited
1-101615309,Kirklees Metropolitan Council
1-124587211,EHC Moston Grange Limited
1-101623388,Caulfield & Gopalla Partnership
1-9439526301,Dr Sanraj Stefan Singh Dulay
RY6,Leeds Community Healthcare NHS Trust
1-101696445,Mrs V Rattan
1-9633775103,HCRG Medical Services Limited
1-101659771,HC-One No.2 Limited
1-2162142726,Northern Health GPPO Limited
1-101667939,Praxis Care
1-12851850286,Corserv Care Ltd
1-101653489,Accomplish Group Limited
1-5103157770,Cutis Medical Limited
1-152984581,Dencall 2005 Ltd
1-120628678,Colten Care (1993) Limited
1-130297531,Stoneleigh Care Homes Limited
1-2448528907,Esteemed Life Ltd
1-101659502,Meadowview Care Limited
1-101615192,Kidderminster Care Limited
1-101664616,Gloucestershire Group Homes Limited
1-264256931,The Stable Family Home Trust
1-101639453,Amara Care Limited
1-7839566728,Stress Free Executives Ltd
1-199742316,Herne Hill Group Practice
1-2018780062,Ruh Dental (fleet street ltd)
RT2,Pennine Care NHS Foundation Trust
1-2897208169,SPS Retail Services Ltd
1-101678950,PSS (UK)
1-2711399270,Penwortham Dental Practice Partnership
RGP,James Paget University Hospitals NHS Foundation Trust
1-699741256,Townley House Dental Practice Limited
1-1592431610,Westwood Care Group Limited
1-9738015611,Your New Slimming Clinic Limited
RYG,Coventry and Warwickshire Partnership NHS Trust
1-2687163737,Open Heart Care Ltd
1-101668321,Andrew Care Ltd
1-101726770,Bourn Hall Limited
1-101654603,ADR Care Homes Limited
1-199704858,Horizon Healthcare
1-137861712,Wellbeing Care Limited
1-101642407,John Stanley's Care Agency Limited
1-6341797149,Enablement Care Services Ltd
1-101713390,Dr Morgiana Muni Nazerali-Sunderji
1-8622775901,Smeaton Healthcare Limited
1-718440654,Jooma Care Homes Limited
1-152982394,De-ientes
1-101680903,Rosemere Care Home Ltd
1-2028261138,Arch Domicilliary Care Services Ltd
1-6413474521,GDCG Limited
1-205454751,L D Care Limited
1-101671823,Mayfair Homecare Limited
1-4779476029,Practice Plus Group Primary Care Limited
1-7529026787,Care Hearted Limited
1-199773248,AW Surgeries
1-101635471,St. Barnabas Hospices (Sussex) Ltd
1-101620389,Auckland Care Limited
1-102642990,United Response
1-8384699958,London Paramount Care Ltd
1-101725876,Blossoms Healthcare LLP
1-276673244,Elysium Neurological Services (Badby) Limited
1-359398108,J&Y Webber Services Limited
1-14164030339,Clearer Clinics Ltd
1-2138115141,Cumbria County Council
1-101643031,London Borough of Sutton
1-1700061189,Mr Ashish Patel
1-2819608943,TMB Trading Limited
1-199708694,Heart of Lincoln Medical Group
1-7136356132,WT UK OPCO 1 Limited
1-101662181,Expect Ltd
1-101650500,Active Prospects
1-126714467,Premcard Limited
1-101675834,Abbeygate Rest Homes Limited
1-3679364785,Smile Excellence Limited
1-172521302,Yourlife Management Services Limited
1-1897051065,Honeydew Healthcare Limited
1-1868214602,Calcot Services For Children Limited
RTE,Gloucestershire Hospitals NHS Foundation Trust
1-279547535,3L Care Limited
1-3628556612,Primroses Care Limited
1-199800675,Local Care Direct Limited
1-118163801,Avante Care and Support Limited
1-408669459,CranioMandibularClinics Limited
1-4554560013,Llyon Health Ltd
1-645479292,Pembroke Care (Reading) Limited
1-174496497,Your Quality Care Services Limited
1-12950027287,Dr Sarah Anne Bamber
1-2207667128,Hantona Ltd
RRK,University Hospitals Birmingham NHS Foundation Trust
1-101675816,Outward
1-101642042,London Borough of Greenwich
1-152990934,Bloxdent Limited
1-13044270017,Woodleigh Christian Care Limited
1-6183127578,Liverbird Home Care Ltd
1-101646540,Hexon Limited
1-126692504,Vopa Consulting Ltd
1-12287950937,Magex Limited
1-752812498,Aspire Dental Care Limited
1-101645153,Aegis Residential Care Homes Limited
1-101696723,Mr David Lewis & Mrs Rohan Hebbes
1-1116147905,Empowering U Care Limited
1-101683972,Essex Cares Limited
1-101616784,Alexandra Homes (Bristol) Limited
1-5152842534,Glenholme Senior Living( Sleaford) Limited
1-6376491693,Kitcare Limited
1-199775450,Arran Medical Centre
1-191590060,City Dental (Dental Prosthetics) Limited
1-5687593120,Medway Practices Alliance Limited
1-101697218,Mr. Gordon Phillips
1-153003824,Dr. Atputharajah Somasundararajah
1-127654101,Carmand Ltd
1-8456526855,Anglo Support and Housing Ltd
RNS,Northampton General Hospital NHS Trust
1-152976790,Dr. Zeenat Ishak
1-153006713,Mr. Donald Daniels
1-9038293527,Dorset Private GP Limited
1-1907990652,J.D.S.P. Dental Limited
1-5056410146,Umoya Trust (UK)
1-2447274635,Dignity In Life Ltd
1-115033705,Doctorcall Limited
1-101634354,Alternative Futures Group Limited
1-161575589,Aiveda Limited
1-101667172,Elizabeth Finn Homes Limited
1-116863636,Constantia Healthcare (Middlesbrough) Limited
1-152999032,Mr M.Esmail and Mr K.Velji
1-101678494,Mig House Residential Care Home Limited
1-101664994,MiHomecare Limited
1-101694188,South Tyneside MBC
1-101653053,RCH Care Homes Limited
RXA,Cheshire and Wirral Partnership NHS Foundation Trust
1-438294796,Clarity Bristol Ltd
1-101615958,Empowering U Healthcare Limited
1-199759752,Dr A Aderogba and Partners
1-101675156,HH Community Care Limited
1-101661769,Wells House Limited
1-6192052130,Sreevijay Ltd
1-101665011,Thurlestone Court Limited
1-101721089,Absolute Care Services Ltd
1-199746449,Brigstock Family Practice
1-1442788673,Dorking Healthcare Limited
1-101655539,Maple Health UK Limited
1-177460793,NAViGO Health and Social Care CIC
1-101676505,Loving Care Limited
1-10415460541,Gerexa Limited
1-101640454,H.O.P.E. Superjobs Limited
1-1834775170,Crossroads Care North West
1-101607959,Nationwide Community Care Limited
1-153015042,The Implant Centre Limited
1-101673188,Hartwig Care Limited
1-199775896,Dr's P L & S Kaul and Dr G K Gill
1-3535030238,Dendera Ltd
1-101683067,London Borough of Bromley
RP7,Lincolnshire Partnership NHS Foundation Trust
1-175812943,Harley Street Fertility Clinic Limited
1-13253121244,Baseline Care Services Ltd
1-152942830,Dr. Abid Hussain
1-10377363685,Excellence In Care Ltd
1-101644857,Flightcare Limited
1-1371750685,Asprey Healthcare Limited
1-101657120,AMG Consultancy Services Limited
1-403886198,Hebe Healthcare Limited
1-5457960388,St Elizabeth's Centre
1-101679559,Wellbeing Residential Ltd
1-2251994557,The Together Dental Partnership c/o Vaid and Radia
1-2412270179,The Granville Care Home Limited
1-2372206014,Stourcote Dental Practice Ltd
1-1901631145,Salisbury Support 4 Autism Limited
1-152954891,Mr Raj Wadhwani
1-2229122294,Francis House Families Limited
1-8049271905,Expert Orthodontics Limited
1-838426514,Clear Ear Clinic Limited
1-101616102,Clifton St. Anne's Personal Care Services Limited
1-101691604,RNJ Care Limited
1-6687615781,Dr. Gabriela Aguilar Medical Aesthetics Limited
1-363315753,Leicestershire County Care Limited
1-101667649,Park Homes (UK) Limited
1-2684916429,Dr Ambareen Tejani-Sharif
1-101675174,Morden College
1-4543768078,Ryan QC Homes Ltd
1-12451903418,Smile Care United Ltd
1-101624954,David Mitchell
1-983441221,Optical Express Limited
1-4797443130,Mr Dheeraj Chopra
1-101672399,Condover College Limited
1-152970276,Fairlands Dental Centre
1-101683813,Quo Vadis Trust
1-101612143,The Daughters of Charity of St Vincent de Paul
1-101617791,Genhawk Limited
RYY,Kent Community Health NHS Foundation Trust
1-102643305,Spire Healthcare Limited
1-6353616780,Aspen Hill Healthcare Limited
1-1732674018,Link House Limited
RNU,Oxford Health NHS Foundation Trust
1-2267537438,Amber Home Carers Ltd
1-101650383,Strathmore Care
1-9828599889,Hollistic Health Limited
1-102643079,Ross Healthcare Limited
1-125693038,Care-Away Limited
1-101617081,Good Companions (Cumbria) Limited
1-2950860598,Gracious Health Solutions Limited
1-135615914,NV Care Ltd
1-620582936,Yorkshire Smiles Limited
1-101640241,Forest Homecare Limited
1-101681412,Sun Healthcare Limited
1-101617719,Cognithan Limited
1-1698027483,Real PCS Limited
1-199696909,Dr Usman Akbar
1-199767907,Horsefair Practice
1-101668936,Gateshead Council
1-298131510,Southside Specialist Dementia Care Ltd
1-2008331379,Tower Hamlets GP Care Group CIC
1-4589960988,Anson Care Services Limited
1-119234372,Cavendish Care Home Limited
1-199759449,Green Valleys Health
1-101652125,Eothen Homes Limited
1-2308032623,In Caring Hands Limited
1-102642886,Cygnet Care Services Limited
1-1244256925,Acacia Care (Nottingham) Ltd
1-191575276,Dr. Farydon Mirzai
1-2142656202,Shropshire Dental Limited
1-101612816,J.T. Care Homes Limited
1-252983864,Klinika Limited
1-1453314382,Pleasant Valley Care Limited
1-173121845,Moorville Developments Limited
1-724185583,Jason Old Dental Practice
1-2056084445,Dr Albertus Johannes Joubert
RTQ,Gloucestershire Health & Care NHS Foundation Trust
